"","workerid","complete_sentence","segment4","condition","seg3","seg4","seg5","seg6","seg7","seg8","seg9","seg10","seg11","seg12"
"245",7,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether any would be going out of town.Dr. Johnson said that some of them would.He addedthatthe restwould bearoundall summer.""",""" some of them """,""" any """,1256,1000,903,935,767,811,694,599,855,NA
"246",7,"""Susie heard Matthew&quotechars friends at the door.She asked him whether all were going to the movie with him.Matthew said that only some of them were.He addedthatthe restwould betoobusy.""",""" only some of them """,""" all """,824,758,535,599,584,662,582,599,607,NA
"247",7,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether all would have a multiplayer mode.Brandon said that only some of them would.He addedthatthe restwould besingle playeronly.""",""" only some of them """,""" all """,857,813,526,550,486,663,639,797,832,NA
"248",7,"""Brian had hired several new people to work at his restaurant.The chef asked him whether all would work in the kitchen.Brian said that some of them would.He addedthatthe restwould beserversin the dining room.""",""" some of them """,""" all """,952,831,1013,631,587,638,567,591,791,NA
"249",7,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether any were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" any """,751,613,662,558,591,615,622,615,863,NA
"250",7,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether any could go outside for recess.Mrs. Brady said that only some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" only some of them """,""" any """,857,692,912,623,663,624,686,832,848,654
"251",7,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether any would grow into large dogs.Stephen said that only some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" only some of them """,""" any """,693,598,576,508,502,488,545,544,535,NA
"252",7,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether any were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" any """,824,574,501,501,495,486,471,470,521,NA
"253",7,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether any would play classic rock hits.John said that some of them would.He addedthatthe restwould beonlycountry music.""",""" some of them """,""" any """,806,679,575,567,471,495,511,502,495,NA
"254",7,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether all would grow well in shade.Marilyn said that some of them would.She addedthatthe restwould bebetter offin full sun.""",""" some of them """,""" all """,879,615,519,446,432,439,376,362,406,NA
"255",7,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether any would have an Internet connection.Jason said that some of them would.He addedthatthe restwould befor offline workonly.""",""" some of them """,""" any """,847,479,471,655,366,368,261,660,639,NA
"256",7,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether all could be made gluten free.Mike said that some of them could.He addedthatthe restwould behard to dothat way.""",""" some of them """,""" all """,832,463,558,623,382,252,366,494,607,NA
"257",7,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether any would be giving him clothes.Sally said that only some of them would.She addedthatthe restwould besending himelectronics.""",""" only some of them """,""" any """,863,556,472,487,510,479,509,471,495,NA
"258",7,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether all were scheduled for the afternoon.Chase said that some of them were.He addedthatthe restwould beplayedat night.""",""" some of them """,""" all """,983,814,495,662,407,400,456,491,631,NA
"259",7,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether any had been to Europe before.Eric said that only some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" only some of them """,""" any """,855,647,504,595,503,480,486,528,886,NA
"260",7,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if all had gotten their shots yet.Kim said that only some of them had.She addedthatthe restwould begetting themlater.""",""" only some of them """,""" all """,758,487,544,517,455,509,510,527,543,NA
"261",7,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether all would run a front-page story.Sally said that only some of them would.She addedthatthe restwould berunningother stories.""",""" only some of them """,""" all """,935,769,1045,616,681,556,710,775,1385,NA
"262",7,"""The clothing store just received a shipment of jeans.Jared asked Erica whether all should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" all """,1087,479,487,520,400,452,455,470,510,696
"263",7,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether any were easy to carry around.Larry said that only some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" only some of them """,""" any """,775,583,488,462,413,455,487,504,592,735
"264",7,"""Lana was watching episodes of her favorite sitcom on her day off.Ashley asked her whether all lasted less than an hour..Lana said that some of them did.She addedthatthe restwould betoo rushedthat way.""",""" some of them """,""" all """,670,519,470,503,327,311,559,400,597,NA
"265",7,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,694,461,480,461,337,415,573,584,654,NA
"266",7,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether any would need to be wallpapered.Martha said that some of them would.She addedthatthe restwould bepaintedinstead.""",""" some of them """,""" any """,798,511,423,607,415,446,431,526,600,NA
"267",7,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether any would go well with fish.Michelle said that some of them would.She addedthatthe restwould betoo sweetfor that.""",""" some of them """,""" any """,782,487,460,598,375,488,495,582,604,NA
"268",7,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether all needed to get a tune-up.Brian said that some of them did.He addedthatthe restwould befineforanother few months.""",""" some of them """,""" all """,767,479,375,484,353,319,576,535,559,1040
"269",7,"""The students had prepared for the final presentation.Allie asked Margaret whether all were supposed to present today.Margaret said that only some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" only some of them """,""" all """,896,584,535,454,416,485,456,518,614,NA
"270",7,"""Bill took out the fancy candles from the drawer.He asked Claire whether all should be lit for dinner.Claire said that only some of them should.She addedthatthe restwould beneededlater.""",""" only some of them """,""" all """,710,391,599,469,646,591,501,447,584,NA
"271",7,"""In the store, Sally was unpacking the new shipment of shoes.She asked Tiffany whether all should be marked on sale.Tiffany said that some of them should.She addedthatthe restwould beatfull price.""",""" some of them """,""" all """,679,470,479,513,406,488,438,573,560,NA
"272",7,"""The soccer players were all training very hard.Eric asked Jack whether any would go to the tournament.Jack said that some of them would.He addedthatthe restwould bestayingin town.""",""" some of them """,""" any """,1607,727,503,566,431,583,543,614,647,NA
"273",7,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether all would be home right now.Abby said that some of them would.She addedthatthe restwould beat workor in class.""",""" some of them """,""" all """,633,425,600,471,455,591,575,558,639,NA
"274",7,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether any would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" any """,719,453,430,430,391,431,422,503,709,NA
"275",7,"""Arthur had set up tables for the garage sale..Sarah asked him whether all would display the nice dishes.Arthur said that some of them would.He addedthatthe restwould betoounstable.""",""" some of them """,""" all """,1255,623,510,558,510,488,487,503,647,NA
"276",7,"""Kurt and Brooke were thinking of selling their movies at a yard sale.Brooke asked Kurt whether all were all right to sell.Kurt said that some of them were.He addedthatthe restwould beinappropriatefor kids.""",""" some of them """,""" all """,800,413,399,582,431,447,455,439,637,NA
"277",7,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether all would be in the afternoon.Dr. Jones said that some of them would.He addedthatthe restwould beearlyin the morning.""",""" some of them """,""" all """,704,439,430,629,431,414,456,446,598,NA
"278",7,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether all would accommodate so many guests.Tim said that some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" some of them """,""" all """,608,465,460,665,422,422,390,416,565,727
"279",7,"""The rock band was choosing cities to visit on their next tour.They asked their manager Mary whether any would have good venues available.Mary said that only some of them would.She added thatthe restwould bebookedduring the tour.""",""" only some of them """,""" any """,800,486,422,487,405,393,414,440,621,NA
"280",7,"""Jim and Breanna were thinking of inviting their classmates to the movie theater.Jim asked Breanna whether any were interested in artsy movies.Breanna said that only some of them were.She addedthatthe restwould  beboredat those movies.""",""" only some of them """,""" any """,1039,374,685,447,392,432,574,594,795,NA
"281",7,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether any had to take the test.Mr. Robbins said that some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" some of them """,""" any """,1079,453,518,624,439,414,455,453,477,741
"282",7,"""The zookeeper was going to do a routine check-up on the lions.He asked Robbie whether all had been fed that morning.Robbie said that only some of them had.He addedthatthe restwould befedin the afternoon.""",""" only some of them """,""" all """,816,479,582,463,414,423,438,624,749,NA
"283",8,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  only some of them would.She addedthatthe restwould beavailablein August.""",""" only some of them """,""" any """,1327,1019,1310,999,5519,843,816,760,875,NA
"284",8,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether any needed to get a tune-up.Brian said that only some of them did.He addedthatthe restwould befineforanother few months.""",""" only some of them """,""" any """,1062,907,819,896,860,791,849,874,749,876
"285",8,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether any would go well with fish.Michelle said that only some of them would.She addedthatthe restwould betoo sweetfor that.""",""" only some of them """,""" any """,1122,883,870,860,757,698,772,894,736,NA
"286",8,"""The clothing store just received a shipment of jeans.Jared asked Erica whether all should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" all """,958,723,769,835,779,809,736,746,735,809
"287",8,"""Susie heard Matthew&quotechars friends at the door.She asked him whether any were going to the movie with him.Matthew said that only some of them were.He addedthatthe restwould betoobusy.""",""" only some of them """,""" any """,1006,813,730,802,695,761,761,779,898,NA
"288",8,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether all would grow into large dogs.Stephen said that some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" some of them """,""" all """,838,742,671,708,730,621,635,701,871,NA
"289",8,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether any could go outside for recess.Mrs. Brady said that only some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" only some of them """,""" any """,963,807,756,804,704,765,696,909,917,18539
"290",8,"""Lyle was driving to meet his friends at the restaurant.He asked Sarah whether any were already at the table.Sarah said that only some of them were.She addedthatthe restwould betherein five minutes.""",""" only some of them """,""" any """,1037,793,748,923,730,718,736,817,865,NA
"291",8,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether any would be giving him clothes.Sally said that some of them would.She addedthatthe restwould besending himelectronics.""",""" some of them """,""" any """,1030,846,754,871,740,683,655,818,972,NA
"292",8,"""Jenna and Alex were making cupcakes.Jenna asked Alex whether any were ready to be frosted.Alex said that only some of them were.He addedthatthe restwould bereadysoon.""",""" only some of them """,""" any """,930,771,831,738,677,686,670,751,700,NA
"293",8,"""Andrea was looking at computers in the store.She asked the clerk Tom whether all came with webcams built in.Tom said that some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" some of them """,""" all """,893,785,728,786,656,697,705,837,1170,NA
"294",8,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether all would run a front-page story.Sally said that some of them would.She addedthatthe restwould berunningother stories.""",""" some of them """,""" all """,941,728,697,835,668,589,734,873,914,NA
"295",8,"""The students had prepared for the final presentation.Allie asked Margaret whether all were supposed to present today.Margaret said that only some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" only some of them """,""" all """,857,795,721,749,725,723,737,740,868,NA
"296",8,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that only some of them were.He addedthatthe restwould bestayingin a hotel.""",""" only some of them """,""" any """,815,562,563,581,655,594,594,619,690,NA
"297",8,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether any were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" any """,703,681,717,694,892,639,657,699,681,NA
"298",8,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether any would play classic rock hits.John said that some of them would.He addedthatthe restwould beonlycountry music.""",""" some of them """,""" any """,917,745,752,792,625,605,694,775,883,NA
"299",8,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether all would have a multiplayer mode.Brandon said that some of them would.He addedthatthe restwould besingle playeronly.""",""" some of them """,""" all """,810,678,695,683,552,752,762,1071,842,NA
"300",8,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether all had high levels of sugar.Carrie said that only some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" only some of them """,""" all """,713,764,692,685,671,715,703,762,780,834
"301",8,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether any would be in the afternoon.Dr. Jones said that only some of them would.He addedthatthe restwould beearlyin the morning.""",""" only some of them """,""" any """,843,910,749,740,530,812,673,708,877,NA
"302",8,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether all were easy to carry around.Larry said that only some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" only some of them """,""" all """,833,800,818,770,572,725,721,898,779,1147
"303",8,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether any would need to be wallpapered.Martha said that some of them would.She addedthatthe restwould bepaintedinstead.""",""" some of them """,""" any """,785,653,703,651,653,714,751,756,816,NA
"304",8,"""The zookeeper was going to do a routine check-up on the lions.He asked Robbie whether all had been fed that morning.Robbie said that only some of them had.He addedthatthe restwould befedin the afternoon.""",""" only some of them """,""" all """,850,819,727,703,601,865,780,764,856,NA
"305",8,"""Stan and Marilyn were trying to decide what type of tree to plant.Stan asked Marilyn whether any would grow well in shade.Marilyn said that some of them would.She addedthatthe restwould bebetter offin full sun.""",""" some of them """,""" any """,782,669,523,516,537,469,400,399,450,NA
"306",8,"""Josh wanted to talk about the new movie with his co-workers.He asked his co-worker Seth whether any had seen the movie yet.Seth said that only some of them had.He addedthatthe restwould bemadif Joshgave away spoilers.""",""" only some of them """,""" any """,848,625,640,635,564,650,751,757,853,956
"307",8,"""Trevor was curious about the professors&quotechar summer breaks.He asked Dr. Johnson whether all would be going out of town.Dr. Johnson said that only some of them would.He addedthatthe restwould bearoundall summer.""",""" only some of them """,""" all """,863,843,678,701,626,583,627,706,810,NA
"308",8,"""Mrs. Myers was worried that her students weren&quotechart ready for the test.She asked the Mr. Robbins whether any had to take the test.Mr. Robbins said that only some of them did.He addedthatthe restwould beable totake itthe next weekend.""",""" only some of them """,""" any """,904,751,658,649,663,784,682,850,761,1015
"309",8,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether all would be home right now.Abby said that some of them would.She addedthatthe restwould beat workor in class.""",""" some of them """,""" all """,745,623,565,640,550,587,618,707,801,NA
"310",8,"""Quinn and Chase were thinking about going to one of the season&quotechars ball games.Quinn asked Chase whether any were scheduled for the afternoon.Chase said that only some of them were.He addedthatthe restwould beplayedat night.""",""" only some of them """,""" any """,668,551,565,601,514,607,578,690,908,NA
"311",8,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if any had gotten their shots yet.Kim said that some of them had.She addedthatthe restwould begetting themlater.""",""" some of them """,""" any """,765,647,631,548,554,562,587,692,842,NA
"312",8,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether any would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" any """,822,596,534,499,482,475,462,416,738,NA
"313",8,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether all would have an Internet connection.Jason said that only some of them would.He addedthatthe restwould befor offline workonly.""",""" only some of them """,""" all """,652,438,401,455,640,669,574,851,737,NA
"314",8,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether all were open on the weekends.Tracy said that only some of them were.She addedthatthe restwould beclosedat that time.""",""" only some of them """,""" all """,684,530,593,526,473,480,554,742,1208,NA
"315",8,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether all were very competitive in admissions.Ed said that only some of them were.He addedthatthe restwould beeasyto get into.""",""" only some of them """,""" all """,767,520,493,517,451,430,545,509,533,NA
"316",8,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether all would accommodate so many guests.Tim said that only some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" only some of them """,""" all """,696,565,542,511,529,579,585,650,611,621
"317",8,"""Max and Aaron were getting ready to host prospective students.Max asked Aaron whether any needed rides from the airport.Aaron said that only some of them did.He addedthatthe restwould bedrivingthemselves.""",""" only some of them """,""" any """,718,487,485,521,480,468,494,534,622,NA
"318",8,"""Kurt and Brooke were thinking of selling their movies at a yard sale.Brooke asked Kurt whether any were all right to sell.Kurt said that some of them were.He addedthatthe restwould beinappropriatefor kids.""",""" some of them """,""" any """,633,493,478,523,532,642,663,744,753,NA
"319",8,"""The soccer players were all training very hard.Eric asked Jack whether all would go to the tournament.Jack said that some of them would.He addedthatthe restwould bestayingin town.""",""" some of them """,""" all """,759,566,495,579,476,547,555,697,863,NA
"320",8,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether any could be made gluten free.Mike said that some of them could.He addedthatthe restwould behard to dothat way.""",""" some of them """,""" any """,729,561,474,470,449,523,628,604,577,NA
"321",8,"""Jim and Breanna were thinking of inviting their classmates to the movie theater.Jim asked Breanna whether all were interested in artsy movies.Breanna said that only some of them were.She addedthatthe restwould  beboredat those movies.""",""" only some of them """,""" all """,709,473,420,430,438,412,430,446,509,NA
"322",8,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether all had discounts for college students.Deb said that only some of them did.She addedthatthe restwould beatfull price.""",""" only some of them """,""" all """,777,514,453,417,398,386,341,416,427,NA
"323",8,"""The rock band was choosing cities to visit on their next tour.They asked their manager Mary whether any would have good venues available.Mary said that only some of them would.She added thatthe restwould bebookedduring the tour.""",""" only some of them """,""" any """,1147,537,473,488,455,473,516,593,858,NA
"324",8,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether any had been to Europe before.Eric said that only some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" only some of them """,""" any """,735,437,465,487,504,506,508,679,635,NA
"325",8,"""In the store, Sally was unpacking the new shipment of shoes.She asked Tiffany whether all should be marked on sale.Tiffany said that some of them should.She addedthatthe restwould beatfull price.""",""" some of them """,""" all """,1492,726,667,820,615,767,720,778,956,NA
"326",8,"""Brian had hired several new people to work at his restaurant.The chef asked him whether any would work in the kitchen.Brian said that some of them would.He addedthatthe restwould beserversin the dining room.""",""" some of them """,""" any """,674,457,444,541,460,517,454,536,648,NA
"327",8,"""Bill took out the fancy candles from the drawer.He asked Claire whether any should be lit for dinner.Claire said that only some of them should.She addedthatthe restwould beneededlater.""",""" only some of them """,""" any """,657,407,412,382,382,350,316,383,377,NA
"328",8,"""Arthur had set up tables for the garage sale..Sarah asked him whether all would display the nice dishes.Arthur said that only some of them would.He addedthatthe restwould betoounstable.""",""" only some of them """,""" all """,867,375,326,313,307,289,297,350,368,NA
"329",8,"""Lana was watching episodes of her favorite sitcom on her day off.Ashley asked her whether all lasted less than an hour..Lana said that only some of them did.She addedthatthe restwould betoo rushedthat way.""",""" only some of them """,""" all """,752,544,525,458,413,412,355,414,536,NA
"330",10,"""Eric was preparing to travel in Italy with his classmates.Eric&quotechars mom asked him whether any had been to Europe before.Eric said that only some of them had.He addedthatthe restwould benervous abouttraveling abroad.""",""" only some of them """,""" any """,727,184,543,454,423,423,446,471,440,NA
"331",10,"""Brian had hired several new people to work at his restaurant.The chef asked him whether all would work in the kitchen.Brian said that some of them would.He addedthatthe restwould beserversin the dining room.""",""" some of them """,""" all """,775,183,832,527,471,487,472,391,663,NA
"332",10,"""The clothing store just received a shipment of jeans.Jared asked Erica whether any should be displayed out front.Erica said that  some of them should.She addedthatthe restwould bekeptin the backfor now.""",""" some of them """,""" any """,999,1320,551,526,423,351,375,511,511,529
"333",10,"""Darren knew his relatives would come for his birthday.Darren asked his mother, Sally, whether any would be giving him clothes.Sally said that only some of them would.She addedthatthe restwould besending himelectronics.""",""" only some of them """,""" any """,726,415,432,423,358,336,312,472,559,NA
"334",10,"""Molly was looking at apartments.She asked the agent Sally whether any would be available next month.Sally said that  only some of them would.She addedthatthe restwould beavailablein August.""",""" only some of them """,""" any """,455,310,446,383,334,224,407,303,351,NA
"335",10,"""Bill took out the fancy candles from the drawer.He asked Claire whether all should be lit for dinner.Claire said that some of them should.She addedthatthe restwould beneededlater.""",""" some of them """,""" all """,775,495,494,951,423,407,439,415,511,NA
"336",10,"""Mrs. Landman was looking at laptops for her grandson.She asked the employee Larry whether all were easy to carry around.Larry said that some of them were.He addedthatthe restwould bepretty heavyto carryto classes.""",""" some of them """,""" all """,696,527,463,447,335,344,383,552,520,520
"337",10,"""Abby was taking her mom to meet her roommates.Her mom asked Abby whether any would be home right now.Abby said that only some of them would.She addedthatthe restwould beat workor in class.""",""" only some of them """,""" any """,591,439,383,431,383,335,431,471,527,NA
"338",10,"""Andy and Lisa were moving some pieces of furniture.Lisa asked Andy whether any would fit in his car.Andy said that some of them would.He addedthatthe restwould betoo bigfor his car.""",""" some of them """,""" any """,640,495,392,551,375,400,407,511,520,NA
"339",10,"""Mary was preparing to throw a party for John&quotechars relatives.She asked John whether any were staying in his apartment.John said that some of them were.He addedthatthe restwould bestayingin a hotel.""",""" some of them """,""" any """,744,487,544,510,408,335,406,504,494,NA
"340",10,"""Tracy and Mark were trying to choose a restaurant downtown for their rehearsal dinner.Mark asked Tracy whether all were open on the weekends.Tracy said that some of them were.She addedthatthe restwould beclosedat that time.""",""" some of them """,""" all """,696,359,319,399,279,255,463,392,583,NA
"341",10,"""Jason and Perry were ordering computers for the new lab.Perry asked Jason whether any would have an Internet connection.Jason said that only some of them would.He addedthatthe restwould befor offline workonly.""",""" only some of them """,""" any """,775,646,543,566,615,567,536,911,519,NA
"342",10,"""The zookeeper was going to do a routine check-up on the lions.He asked Robbie whether any had been fed that morning.Robbie said that only some of them had.He addedthatthe restwould befedin the afternoon.""",""" only some of them """,""" any """,831,775,496,512,463,447,505,511,567,NA
"343",10,"""Ryan had moved to a new town and was curious about the radio stations there.He asked John whether any would play classic rock hits.John said that some of them would.He addedthatthe restwould beonlycountry music.""",""" some of them """,""" any """,744,495,440,368,471,559,440,519,655,NA
"344",10,"""Molly and Tony were hosting a dinner party for Tony&quotechars classmates.Molly asked Tony whether all were allergic to any foods.Tony said that some of them were.He addedthatthe restwould beable to eatanything.""",""" some of them """,""" all """,574,296,464,407,343,376,367,439,399,NA
"345",10,"""The kids in the first grade class were getting antsy.Kim asked Mrs. Brady whether all could go outside for recess.Mrs. Brady said that only some of them could.She addedthatthe restwould bestaying insideto do make-up work.""",""" only some of them """,""" all """,912,759,528,511,326,406,343,560,558,943
"346",10,"""Terry and his coach Rick were discussing top runners from the area.Terry asked Rick whether all would be at the race.Rick said that some of them would.He addedthatthe restwould berestingfor the championships.""",""" some of them """,""" all """,711,384,520,478,614,679,520,543,623,NA
"347",10,"""Alexa was looking at the puppies at the shelter..She asked the employee Stephen whether any would grow into large dogs.Stephen said that only some of them would.He addedthatthe restwould besmallwhen full-grown.""",""" only some of them """,""" any """,712,527,414,463,527,407,454,408,831,NA
"348",10,"""Jim and Breanna were thinking of inviting their classmates to the movie theater.Jim asked Breanna whether all were interested in artsy movies.Breanna said that some of them were.She addedthatthe restwould  beboredat those movies.""",""" some of them """,""" all """,846,343,376,344,328,344,407,448,615,NA
"349",10,"""Andrea was looking at computers in the store.She asked the clerk Tom whether all came with webcams built in.Tom said that only some of them did.He addedthatthe restwould beable to usea USB webcam.""",""" only some of them """,""" all """,791,695,423,416,510,494,551,399,727,NA
"350",10,"""In the store, Sally was unpacking the new shipment of shoes.She asked Tiffany whether any should be marked on sale.Tiffany said that some of them should.She addedthatthe restwould beatfull price.""",""" some of them """,""" any """,759,575,495,367,335,415,456,511,456,NA
"351",10,"""Greg was trying to choose which wine to order with dinner.He asked the waitress Michelle whether all would go well with fish.Michelle said that only some of them would.She addedthatthe restwould betoo sweetfor that.""",""" only some of them """,""" all """,583,320,1192,430,488,478,471,463,520,NA
"352",10,"""Kurt and Brooke were thinking of selling their movies at a yard sale.Brooke asked Kurt whether any were all right to sell.Kurt said that some of them were.He addedthatthe restwould beinappropriatefor kids.""",""" some of them """,""" any """,1047,495,432,486,423,391,520,543,623,NA
"353",10,"""Justin wanted to find out which of Mike&quotechars desserts he could eat.He asked Mike whether all could be made gluten free.Mike said that only some of them could.He addedthatthe restwould behard to dothat way.""",""" only some of them """,""" all """,647,423,543,487,494,432,390,430,696,NA
"354",10,"""The students had prepared for the final presentation.Allie asked Margaret whether any were supposed to present today.Margaret said that some of them were.She addedthatthe restwould bepresentingon Thursday.""",""" some of them """,""" any """,822,503,399,391,319,383,400,438,687,NA
"355",10,"""Arthur had set up tables for the garage sale..Sarah asked him whether all would display the nice dishes.Arthur said that only some of them would.He addedthatthe restwould betoounstable.""",""" only some of them """,""" all """,903,615,688,535,503,487,550,415,424,NA
"356",10,"""Alex was perusing the breakfast cereals at the grocery store.He asked Carrie whether all had high levels of sugar.Carrie said that some of them did.She addedthatthe restwould behealthierbutnot as tasty.""",""" some of them """,""" all """,759,559,520,519,488,431,440,440,487,376
"357",10,"""Carrie and Tim were comparing venues for their upcoming wedding.Carrie asked Tim whether all would accommodate so many guests.Tim said that some of them would.He addedthatthe restwould becrowdedwiththat many people.""",""" some of them """,""" all """,767,449,327,439,585,590,407,543,559,552
"358",10,"""Donna and Martha were discussing the rooms of the new house.Donna asked Martha whether all would need to be wallpapered.Martha said that only some of them would.She addedthatthe restwould bepaintedinstead.""",""" only some of them """,""" all """,583,415,856,536,486,463,463,464,568,NA
"359",10,"""Ed and Hillary were considering several universities for grad school.Hillary asked Ed whether any were very competitive in admissions.Ed said that only some of them were.He addedthatthe restwould beeasyto get into.""",""" only some of them """,""" any """,903,518,311,471,441,399,488,431,471,NA
"360",10,"""David and Brandon were looking at upcoming video games in the magazine.David asked Brandon whether any would have a multiplayer mode.Brandon said that some of them would.He addedthatthe restwould besingle playeronly.""",""" some of them """,""" any """,927,510,472,407,335,408,415,415,584,NA
"361",10,"""Brian had just finished checking the bikes in Tom&quotechars garage.Tom asked Brian whether any needed to get a tune-up.Brian said that some of them did.He addedthatthe restwould befineforanother few months.""",""" some of them """,""" any """,592,431,471,390,392,320,438,358,447,486
"362",10,"""The local papers were all covering Jason&quotechars press conference.Jason asked his publicist Sally whether any would run a front-page story.Sally said that only some of them would.She addedthatthe restwould berunningother stories.""",""" only some of them """,""" any """,759,567,431,455,471,569,503,423,623,NA
"363",10,"""Paul and Deb were trying to decide which gym to go to.Paul asked Deb whether all had discounts for college students.Deb said that some of them did.She addedthatthe restwould beatfull price.""",""" some of them """,""" all """,783,576,407,359,368,559,375,494,447,NA
"364",10,"""Dr. Jones was scheduling end-of-semester meetings.The secretary asked him whether any would be in the afternoon.Dr. Jones said that only some of them would.He addedthatthe restwould beearlyin the morning.""",""" only some of them """,""" any """,800,639,486,408,422,408,384,407,480,NA
"365",10,"""The soccer players were all training very hard.Eric asked Jack whether all would go to the tournament.Jack said that some of them would.He addedthatthe restwould bestayingin town.""",""" some of them """,""" all """,727,439,422,336,296,448,351,494,350,NA
"366",10,"""Lydia was trying to choose one of the kittens from her friend Kim&quotechars pet store.She asked Kim if any had gotten their shots yet.Kim said that some of them had.She addedthatthe restwould begetting themlater.""",""" some of them """,""" any """,751,520,415,447,463,502,631,519,686,NA
